@format=row	BXD63	BXD45	BXD32	BXD39	DBA/2J	BXD90	BXD24	BXD95	BXD73	BXD55	BXD100	C57BL/6J	BXD102	BXD91	BXD29	BXD89	BXD73b	BXD75	BXD87	BXD34	BXD48	BXD9	BXD65	BXD70	BXD43	BXD44	BXD61	BXD65b	BXD50	BXD68	BXD77	BXD101	B6D2F1	BXD62	D2B6F1	BXD48a	BXD79	BXD69
Corrinoid	2503.5	3753.5	2910.0	2531.5	4841.5	3712.375	2112.0	3070.75	4439.5	5908.5	3250.0	3343.6	4025.4	3006.25	3615.125	2716.8333333333335	2891.785714285714	6725.0	5371.0	3117.0	2895.6666666666665	4939.75	3449.0	4022.125	3071.0	6982.5	3919.6	4503.5	5206.0	3857.25	3424.0	2597.0	5368.428571428572	3017.8333333333335	5764.375	3799.75	3815.0	3101.5
Glutathione	73971.5	98529.75	144142.5	2759300.5	1380303.0	958244.75	538884.5	113150.75	202177.0	117459.0	314572.25	2255402.5	3239163.8	162938.5	862844.375	129055.83333333333	154626.2857142857	432247.5	103245.0	147968.0	448692.8333333333	758385.5	151313.0	137038.5	118627.5	341561.0	1283452.9	194523.5	184291.5	152182.5	121731.33333333333	736316.0	272848.35714285716	975459.8333333334	863734.75	147025.16666666666	352171.5	127741.5
Eicosadienoic.acid	7530.0	36115.25	51623.5	38891.5	20945.0	17255.75	34166.5	28544.25	14023.5	36892.5	25399.625	202849.1	23145.0	27446.5	58268.375	45004.166666666664	48283.642857142855	31716.0	130422.0	63947.5	17049.833333333332	26081.25	34335.5	119821.5	39239.5	79055.5	156829.2	31140.666666666668	17270.5	37493.25	80012.83333333333	63449.833333333336	96869.92857142857	78988.5	65709.75	57350.083333333336	62293.75	50095.0
Androsterone	1194.0	5681.5	9966.5	5429.5	3596.0	5643.875	4634.5	8415.0	2926.5	15451.0	14094.25	33610.8	5239.9	19098.5	12154.875	13047.0	21663.85714285714	8899.5	18739.0	16639.75	10648.666666666666	7460.25	15720.0	11411.125	16104.25	7328.0	19002.2	9781.166666666666	4987.5	15301.5	11869.333333333334	26828.333333333332	17538.0	37364.333333333336	25052.5	16646.666666666668	24975.0	30260.0
X3L.7D.11D.Phytanic.acid	17191.5	22904.5	22778.0	25418.0	23742.0	22133.125	20235.0	22241.0	28327.0	44133.0	19344.75	23816.7	26119.9	23523.5	26454.25	33515.166666666664	20013.14285714286	26872.0	22734.0	23359.25	21889.5	26767.75	27509.0	49421.75	27818.75	30306.5	30721.4	22117.333333333332	29673.0	23696.75	34996.0	25284.833333333332	29888.0	45677.0	27297.625	27884.333333333332	34366.0	38685.5
D.4..Phosphopantothenate	2577.0	6504.25	14984.0	10431.0	17509.5	18130.0	13608.0	6061.25	7414.0	7907.25	28773.75	23865.6	27893.3	16888.5	11564.25	14651.5	18536.5	23422.0	10401.5	19531.75	21486.833333333332	25921.0	18375.5	13528.25	13630.25	6509.0	18743.7	15559.5	8429.0	24404.25	12598.5	38270.333333333336	20239.785714285714	23105.166666666668	27410.75	13553.166666666666	41550.75	24221.0
X3a.20b.Pregnanediol	632.0	914.75	1058.5	1165.0	816.0	682.75	711.5	706.0	670.0	1365.75	769.375	3483.7	840.7	955.75	1314.875	861.0	996.7857142857143	1057.5	3293.5	1435.75	625.5	943.0	828.5	1987.5	951.25	1793.0	1958.9	878.5	614.5	999.25	1395.0	1399.3333333333333	1802.9285714285713	1337.3333333333333	1566.0	1161.4166666666667	1506.0	1253.0
X15.S..Hydroxyeicosatrienoic.acid	1891.5	4501.5	6611.5	4620.5	6699.0	4557.0	3551.5	3840.75	5055.0	7638.5	6268.5	9431.7	4968.8	3962.0	7598.0	6951.5	4585.0	9391.0	6865.5	6417.75	4078.1666666666665	8665.0	4908.0	9775.25	5256.0	20378.5	6493.6	4727.833333333333	5268.0	5314.0	5576.333333333333	6721.0	12582.0	5919.0	8642.25	6002.416666666667	6233.0	4381.0
Cytidine.monophosphate	10579.5	13852.75	15688.0	14383.5	22019.0	16904.25	14278.5	16877.75	8941.0	15362.75	17180.375	21411.4	23825.6	17820.25	19752.375	18282.333333333332	22002.14285714286	24425.0	30549.5	25087.75	13990.333333333334	21735.25	20107.5	23586.875	16448.25	17109.0	22387.2	20036.666666666668	20091.5	20496.5	23923.5	20248.833333333332	28633.5	20238.166666666668	23708.125	24253.916666666668	14068.0	20628.0
Linoleoyl.ethanolamide	427.5	558.0	359.0	484.0	388.5	453.5	608.5	600.0	440.5	884.25	590.625	688.3	459.5	634.5	606.125	516.1666666666666	724.6428571428571	489.0	491.0	577.25	532.3333333333334	818.25	555.0	695.75	698.25	561.0	563.5	577.6666666666666	619.0	643.0	684.8333333333334	774.0	724.5714285714286	1179.0	777.875	632.1666666666666	1595.5	731.5
X5..Carboxy.gama.chromanol	1027.0	1660.25	1053.0	1550.5	1177.5	1607.75	1376.5	2021.75	1207.5	3141.25	1348.625	1355.8	2655.0	1287.75	1896.875	2018.3333333333333	1370.2142857142858	7571.0	1210.0	1719.25	1186.8333333333333	1566.0	2414.0	1891.375	1816.0	2142.5	1614.8	1255.0	1513.5	1400.0	2271.3333333333335	1267.8333333333333	2011.7857142857142	1674.3333333333333	2077.125	2107.1666666666665	1481.25	2029.0
N.Oleoylethanolamine	376.5	716.5	736.0	618.0	794.5	687.125	766.5	742.25	627.5	1417.0	934.25	877.3	816.6	1007.5	870.75	1012.8333333333334	1304.0	937.5	949.0	732.75	948.5	1170.5	1125.0	1142.125	1114.25	706.5	901.4	955.6666666666666	750.5	1218.5	1005.1666666666666	1292.8333333333333	1036.2142857142858	2380.1666666666665	1150.625	1024.5833333333333	7636.75	1966.0
Zolpidem	1593.0	1772.5	1989.0	3383.5	2799.5	3002.375	2941.5	2653.0	2428.0	4389.25	3115.25	2400.2	4256.1	2551.0	2863.0	3199.5	2833.8571428571427	11311.0	2065.0	2736.75	2317.6666666666665	2229.75	3404.5	2716.125	3058.0	3258.5	2518.9	2427.3333333333335	3466.0	2710.0	3355.5	2469.5	3125.1428571428573	3212.3333333333335	3625.625	3339.75	2571.75	2823.5
Docosahexaenoic.acid	66601.5	311328.0	594905.0	343849.5	118666.5	166371.125	401848.5	210180.0	38670.5	473044.75	160401.625	3046434.6	145085.2	270341.0	577545.375	416505.1666666667	449909.28571428574	258594.5	1844718.5	1024371.75	193102.16666666666	177789.5	633703.5	330121.875	341234.75	191348.5	581315.4	315708.0	119572.0	351192.25	611493.1666666666	596447.3333333334	707375.7857142857	687843.1666666666	1054190.0	711071.0	624873.5	468439.5
Carnosol	1620.5	2320.0	2425.5	2633.5	2476.5	2833.25	2925.5	3000.75	3242.5	4636.75	2945.5	2981.4	3362.8	2549.5	2957.125	3217.3333333333335	2416.5	5015.0	3202.5	2605.5	2669.1666666666665	2893.0	2980.0	3399.125	2802.0	4605.5	3102.4	2739.0	4493.5	4734.25	3274.0	2213.3333333333335	4220.785714285715	3220.3333333333335	3999.125	3576.4166666666665	3320.75	5535.0
Docosapentaenoic.acid	13141.0	52146.25	101984.0	66702.5	23267.5	19854.0	66025.0	51106.25	7169.0	58094.5	19629.875	449606.7	27628.7	39382.25	74306.375	50430.333333333336	69005.71428571429	30641.5	504981.0	156023.75	40118.333333333336	39921.25	59011.5	58190.375	40103.25	53355.5	107536.6	39992.333333333336	20492.0	64645.0	88264.5	96852.83333333333	99483.0	95654.33333333333	122820.75	121374.5	71985.25	89524.0
