@format=row	D2B6F1	BXD48	BXD44	BXD51	BXD86	BXD77	BXD9	BXD65	BXD60	BXD50	BXD40	BXD43	BXD24	BXD89	BXD63	BXD45	BXD69	BXD64	BXD27	BXD95	BXD102	BXD34	BXD100	BXD70	BXD101	DBA/2J	BXD84	BXD62	BXD65b	BXD87	BXD98	C57BL/6J	B6D2F1	BXD73b	BXD29	BXD32	BXD48a	BXD90	BXD61	BXD79	BXD66
X0	831.5	16326.0	1176.0	771.0	766.0	760.3333333333334	832.25	776.5	821.5	1463.0	1230.0	986.0	15683.0	794.75	958.5	1010.0	1161.25	1088.5	974.0	741.25	1121.5	988.5	1159.25	1235.5	937.0	1286.0	1187.75	763.75	873.875	971.0	1004.75	1014.4	997.0833333333334	906.25	1022.125	800.625	741.5	1095.3333333333333	746.25	898.6666666666666	1055.25
X2.Keto.glutaramic.acid	1604.5	88071.0	1967.5	1535.0	1236.0	1145.6666666666667	1455.0	1354.75	1170.75	1211.0	1197.5	1797.8333333333333	3716.5	1437.25	1507.0	2610.5	1807.25	2250.25	1187.25	1596.0	2271.375	1104.0	2758.75	1494.0	1698.0	1773.1666666666667	2336.0	1598.25	2251.75	2239.5	1520.75	1575.4	1362.5	2598.75	2015.375	3190.25	2195.875	1626.3333333333333	2231.75	3618.0	1516.25
Allysine	14978.25	126156.5	9953.5	15773.75	8694.5	10846.0	12879.0	14229.75	9199.0	11300.0	26099.5	14849.5	83276.5	10552.5	21568.5	10284.0	12375.25	11797.5	9215.5	10474.75	12190.375	9947.0	25754.25	9253.5	11314.166666666666	14178.833333333334	15796.0	12854.5	12222.25	16434.5	13009.5	15612.6	12958.833333333334	12388.25	14399.125	10284.375	13464.0	20620.0	12167.5	12384.5	13449.5
X3.Dehydroxycarnitine	1101.875	39444.5	1246.0	1551.75	1567.5	2223.1666666666665	1140.0	1388.75	1176.25	696.0	949.5	1017.8333333333334	6489.5	1396.0	1157.0	1053.5	1466.5	2028.75	1570.75	1864.0	1943.75	2629.0	1392.25	1026.5	1107.0	1589.0	1703.0	1484.5	1056.125	2201.25	1596.25	1229.3	1470.4166666666667	2136.0	1894.375	1189.0	1505.625	1220.5	1300.0	1643.1666666666667	2643.25
Oxoglutaric.acid	32187.0	12350.0	21484.5	18939.25	33120.75	29731.0	27489.0	12549.25	15308.25	36288.5	20265.5	9094.0	5644.5	81700.5	13358.0	31551.0	22074.25	14796.75	25424.25	48928.75	28881.25	30780.5	16998.75	18026.5	14376.833333333334	68907.5	19588.5	25665.5	21603.125	26388.0	19679.75	14273.2	15625.166666666666	13487.25	20378.75	20686.875	15571.625	18576.666666666668	31612.5	23665.833333333332	34607.75
Coumarin	2397.375	5044.5	2854.5	2193.0	2552.75	2434.1666666666665	2239.25	2389.0	2304.0	2204.0	2125.5	1588.6666666666667	3244.5	3896.75	2245.0	2756.0	2251.75	1929.5	2755.25	3644.25	2775.75	3087.0	2156.0	2321.5	2208.5	4258.833333333333	2177.75	2796.0	2364.375	3092.5	2236.75	2215.5	2299.1666666666665	2103.5	2601.375	2621.375	2367.625	2492.0	2813.0	2579.5	3276.75
L.Glutamine	1150762.25	214598.5	997174.0	869635.5	855840.5	868858.8333333334	744655.25	1331941.25	1006738.0	985956.0	1111925.5	640334.1666666666	67148.0	1596254.0	915898.5	1378410.0	1125786.25	770437.0	817149.25	1140005.0	948029.75	1176421.0	1789774.5	1046435.5	1284826.8333333333	1377899.5	1168420.75	1625353.25	1443717.5	1125352.75	1456195.5	1390266.9	1050613.5	1048139.0	1037716.875	891302.875	1042032.0	710509.3333333334	738788.5	1715574.6666666667	1154762.25
L.Lysine	202078.75	4313817.0	191341.5	187720.25	140726.0	170531.83333333334	116454.75	172666.5	110223.75	172898.0	174271.5	138071.5	6154396.0	224574.75	347299.5	159020.5	246811.5	152357.5	128336.0	102073.0	167994.375	106298.5	210700.25	154458.0	141988.0	266376.3333333333	242031.25	154854.75	172245.5	168382.25	175290.0	119409.2	152405.16666666666	187237.25	163270.625	139187.375	136073.5	172468.0	129173.25	208810.5	136177.5
Indole.5.6.quinone	53058.75	54328.0	67136.5	49349.0	60771.5	55598.333333333336	57585.75	60440.0	60300.75	49747.5	61191.0	53358.333333333336	62499.5	51112.25	53693.0	50612.0	49530.0	62123.0	56084.25	56500.25	59061.0	63171.0	47690.75	68493.5	49213.666666666664	58290.833333333336	53302.5	50531.5	48893.125	51042.0	55467.5	59039.3	57732.0	46921.0	55837.875	51553.125	49982.375	55414.666666666664	54129.5	50160.333333333336	59587.25
L.Glutamic.acid	209179.25	9338902.5	250896.0	238538.75	119295.75	145902.66666666666	115936.5	268694.25	162540.25	189162.0	319571.5	193787.0	2472895.5	227799.25	183912.5	432029.0	192638.5	168084.5	167897.25	193587.75	201708.875	173434.5	276589.25	195040.5	253002.83333333334	336079.6666666667	209166.0	311310.25	341762.625	227314.25	210735.5	277773.9	161108.83333333334	256527.5	227157.625	188811.5	242458.125	205364.0	271653.5	430132.5	180293.5
D.2.Hydroxyglutaric.acid	31514.5	47418.5	46508.5	42843.5	40023.75	23738.166666666668	39873.25	23210.5	36714.5	39756.5	44332.5	41511.666666666664	9242299.0	47115.5	29163.5	45935.0	49271.25	15022.0	39463.25	31150.75	38427.75	43519.5	61558.25	35552.5	32332.833333333332	57870.5	46037.5	30058.25	23719.75	27773.75	46205.5	42164.4	27613.416666666668	30818.5	38107.125	22678.875	35517.375	53049.333333333336	43474.0	18985.333333333332	36677.5
Mevalonic.acid	10862.375	86178.5	9575.5	9738.75	8270.0	8956.5	7705.75	10730.5	8974.75	8520.0	11351.0	7035.333333333333	268216.0	12814.75	10135.0	12853.5	10732.25	7884.25	8394.25	10071.5	9526.875	11015.0	14520.0	10278.5	12325.833333333334	14335.666666666666	12106.25	13939.25	12109.125	11641.25	14068.0	11979.8	10314.666666666666	10791.25	9940.125	9073.625	10361.5	9031.833333333334	9287.25	13843.5	12185.25
L.Methionine	13208.875	580040.5	10704.5	8137.25	7710.25	8487.166666666666	6628.75	7958.25	8851.25	11466.0	12372.0	6924.5	800466.0	15092.75	9298.0	15395.0	10959.0	11812.0	9372.75	7484.25	9224.0	8874.0	9485.0	11281.5	10918.833333333334	18314.833333333332	16160.5	9944.0	9489.5	13658.0	14467.75	9102.4	12321.5	8505.75	9441.125	9052.75	9692.875	12538.0	12662.75	8940.5	10419.75
Tartaric.acid	2391.75	10613.0	3075.5	3615.25	2240.75	3904.1666666666665	2542.5	2468.25	2329.25	1633.0	6887.5	13656.5	3229.5	2367.5	5201.5	3400.0	4108.75	2771.75	1795.5	1789.75	9087.125	2435.5	7974.5	2923.0	2638.5	3033.8333333333335	7316.25	2730.0	2339.5	2156.25	2473.75	2660.1	3403.9166666666665	7546.75	2914.0	2595.5	1947.125	2246.1666666666665	2809.25	2117.8333333333335	1953.5
D.Ribose	13300.875	67268.0	9257.0	11220.0	8334.5	12519.166666666666	10613.25	8281.75	8419.75	11667.0	12310.5	9106.166666666666	66460.0	14274.75	10039.0	14275.0	11777.5	10174.5	11353.75	10753.5	11367.0	11293.0	12649.5	15025.0	12628.666666666666	16373.166666666666	12421.5	15375.25	12992.25	12911.0	12541.25	11179.2	11003.75	10262.0	11523.25	11870.375	10732.5	11624.666666666666	12436.0	13907.333333333334	13013.25
X.....S..Carvone	4044.125	6785.0	4314.0	3673.75	4073.5	3692.0	3798.75	4146.5	3913.25	2481.5	3301.0	4031.5	6021.0	4093.75	3926.0	4030.5	4154.25	4817.0	4565.75	4724.75	4994.375	5326.5	4198.0	4115.0	3831.5	5491.166666666667	4925.25	4302.75	4297.25	4577.0	4956.5	3883.7	4222.916666666667	4635.5	3620.625	4225.75	4047.875	4315.666666666667	4315.0	4104.833333333333	5741.5
Acetaminophen	6274.875	33742.0	7006.0	5758.5	5109.5	5625.0	5720.75	6512.0	5882.75	5182.5	6224.0	5692.333333333333	12341.0	5718.0	5785.5	6427.5	5468.5	6197.5	6642.0	5736.25	7096.375	7154.5	6295.25	8017.5	5864.5	7089.666666666667	6301.0	6390.0	5866.125	6220.25	6362.5	6288.0	5909.666666666667	5644.5	6404.375	6668.25	6416.375	6437.166666666667	6122.5	6103.166666666667	7854.5
Xanthine	199390.0	1785768.0	336698.5	322349.25	161525.0	295005.0	236966.5	183350.5	178958.25	315093.5	414085.0	138829.5	163271.5	351244.0	169633.5	390927.5	145851.25	314963.75	199983.25	172932.75	194892.125	277625.5	188934.75	247624.0	420596.3333333333	234012.16666666666	335044.25	397343.5	424924.25	561251.0	348396.5	181269.5	260812.08333333334	201344.0	394944.125	413091.0	268015.25	348260.6666666667	296680.75	175943.0	325493.25
p.Hydroxyphenylacetic.acid	10138.5	131527.5	16050.5	16510.25	9399.75	13877.833333333334	11840.5	9274.0	9143.0	12644.5	18151.0	7553.833333333333	18075.0	15155.75	10479.5	15175.5	7998.75	13796.5	10669.75	10263.0	11453.25	15093.5	9654.75	12263.5	19371.5	14046.0	17418.75	19413.25	17619.125	27001.5	16039.0	10986.8	13548.916666666666	10758.5	20758.5	20637.75	12205.5	15773.5	16115.25	9084.5	19119.75
Alpha.Pinene.oxide	4355.75	12945.5	4216.0	2780.0	2549.75	2232.3333333333335	2673.0	2488.75	2834.5	1740.5	2468.5	2437.5	7660.0	4201.25	3416.0	2698.0	3453.0	2799.75	3731.25	3199.25	3660.0	5608.5	3630.0	3339.5	2523.0	6257.166666666667	3238.75	3142.0	3044.75	4264.25	4163.0	2577.4	3673.8333333333335	3921.5	2239.125	3504.0	2872.25	3089.8333333333335	3087.25	3018.8333333333335	7681.5
X3.Hydroxyanthranilic.acid	8563.625	42532.0	10842.0	9120.25	7011.5	8997.666666666666	8465.5	6635.75	7121.25	7879.0	10067.0	6226.333333333333	12463.0	11544.5	7123.5	10491.0	8032.75	9482.5	7565.25	6703.25	7067.0	8855.5	7362.0	8335.0	9657.333333333334	9801.833333333334	10372.5	10385.5	11552.75	12624.25	9225.75	8121.4	7713.083333333333	7477.5	9565.375	11350.75	8204.875	10511.833333333334	10227.25	7760.833333333333	12242.5
N.Acetylhistamine	1355.75	9932.5	1405.5	1258.25	897.25	832.6666666666666	1124.0	1153.5	858.0	1027.0	1065.5	1202.0	7180.5	943.25	2389.0	1176.5	1261.75	878.75	1412.5	1063.0	1435.25	1399.0	1603.75	1022.5	1111.8333333333333	1848.6666666666667	1458.0	1064.25	1566.875	1188.25	1512.5	1079.3	1124.9166666666667	1262.75	1469.0	1225.875	1077.125	1064.0	1361.75	1404.5	1295.75
L.Canaline	4995.0	15081.5	5669.5	7196.5	3339.25	7694.833333333333	4662.75	7342.25	3857.75	3180.0	12428.0	5524.833333333333	32778.0	3773.5	7962.0	5133.5	4296.5	4978.25	4832.25	3737.25	5864.125	3846.0	6593.25	8138.0	7286.833333333333	5310.166666666667	5659.75	5423.75	5061.25	4137.25	7141.5	7480.1	7212.833333333333	7130.5	9064.375	4217.625	5194.25	6061.166666666667	4304.5	4204.333333333333	6544.0
L.Histidine	300274.125	2412200.5	253194.0	373873.0	197169.75	304339.0	204596.75	283639.75	160548.5	226998.0	300261.0	277412.6666666667	75063.5	373645.75	503257.5	351257.5	341463.5	225507.25	220878.25	263473.75	249857.875	246510.0	424399.5	266264.5	284700.6666666667	392445.0	346782.75	349420.0	309780.75	360649.25	353081.25	292995.1	262201.5833333333	267281.25	343825.875	271761.125	285582.625	236947.66666666666	289788.25	464153.3333333333	240410.75
Imidazolelactic.acid	6980.375	16828.0	6305.5	7265.25	3341.25	7311.5	5631.75	5159.0	2953.75	5769.5	8201.5	6682.833333333333	295533.0	4052.0	12859.0	4856.0	6587.5	4437.5	7892.0	3992.0	9138.875	5806.5	9454.0	4232.5	5503.666666666667	8835.5	8141.25	6789.75	7674.875	4188.75	6548.5	12545.4	8193.333333333334	5420.75	5811.0	5259.75	4139.75	9752.0	5384.5	5727.166666666667	4560.5
X4.Hydroxynonenal	6695.5	7611.5	6312.0	4757.25	5007.25	4011.8333333333335	5398.0	5395.25	4728.5	2945.5	3880.5	4969.666666666667	9174.5	5216.5	6442.0	4274.0	5070.75	4692.75	7371.0	6884.0	7116.125	9652.5	6004.5	4764.0	4102.0	8811.666666666666	5295.75	4988.5	4913.125	6658.75	7586.25	5584.7	5928.083333333333	5577.25	4306.125	5540.25	5289.0	4953.666666666667	5065.75	4527.5	11740.75
X2.Aminomuconic.acid	2378.125	11197.0	3841.5	2331.25	2078.25	2127.1666666666665	1955.75	2377.0	2130.5	2474.0	2049.5	2194.8333333333335	265760.0	2184.0	2571.0	2926.0	2586.5	2084.75	2181.5	2371.0	2126.5	2026.5	2859.5	2309.0	2075.5	2672.8333333333335	3036.5	2540.25	2587.0	3441.25	2766.75	2578.9	2294.5	1691.0	2250.5	2115.5	2390.25	3359.8333333333335	3574.5	3215.3333333333335	2744.0
Tiglylglycine	4746.375	30359.0	4601.0	4648.0	3678.0	4059.0	3397.0	5173.25	3381.0	3744.5	5507.0	4586.666666666667	18422.0	5174.75	6356.5	5531.0	4678.75	3856.75	3704.75	4535.0	4568.625	3781.5	5149.25	4340.5	5259.333333333333	5283.5	5328.25	4686.0	5376.0	5414.25	5427.5	4853.4	4237.0	4377.75	5865.875	4233.375	5514.0	4894.333333333333	4485.5	6410.333333333333	5085.5
Allantoin	16844.875	201033.5	28726.5	14579.25	14876.0	18921.166666666668	17453.25	12520.0	14775.5	10800.5	12991.5	10910.0	96721.5	18255.0	10619.5	14361.0	10108.75	10176.5	17277.5	13420.0	13785.0	13510.0	11304.75	12912.5	14654.666666666666	20666.0	10153.75	14581.25	14965.0	14776.75	16493.75	17094.0	13635.0	11099.5	14115.5	13699.5	13585.0	14209.666666666666	16354.0	12904.0	13492.0
Isopropylmaleate	4302.125	15054.5	6077.0	3404.0	3987.0	4123.833333333333	3765.25	3753.5	4564.0	3808.5	4327.5	3193.8333333333335	10196.5	3807.25	4245.0	3447.5	3681.25	2921.0	4304.5	4033.0	4153.375	3890.0	3496.75	4977.5	3386.8333333333335	7740.0	3818.0	4955.5	3163.875	5401.75	4354.0	4867.5	3774.4166666666665	3516.0	3838.0	4729.75	4052.875	3758.3333333333335	3780.0	3255.5	8794.75
X3.Oxooctanoic.acid	8448.375	16605.5	10049.5	7495.25	9801.0	7296.166666666667	8400.75	8986.0	10364.75	8298.5	9997.0	9753.0	12884.5	8677.75	8829.0	6575.5	9814.75	8413.25	11774.75	9397.75	10477.5	13236.5	7532.5	13068.5	7732.0	10650.666666666666	9883.5	8387.5	6540.875	9218.5	10079.5	11607.0	10095.5	8962.5	10361.0	8089.375	18664.75	9669.5	8869.75	8683.5	25102.0
